graphID,participantID,xCoordTour,yCoordTour,tourCost,sdAnglesHull,noAnglesHull,meanAnglesHull,totalEdges,crossError,resultsfromNN,No. of crossings,On last
10,0.96285938,"96,98,96,92,99,94,83,70,66,59,47,43,28,23,21,17,7,10,41,27,24,15,13,32,30,22,19,16,12,46,52,62,68,83,81,70,62,65,75,92","9,40,44,49,55,69,65,77,89,75,78,78,86,90,97,99,85,80,66,67,65,63,57,56,49,44,33,22,11,4,28,46,46,54,35,36,22,14,6,3",530.8742089,20.6,9,140,40,0,644.39,,
5,0.96285938,"97,91,89,73,63,30,2,6,8,12,30,28,39,47,52,46,72,86,60,66","19,45,64,52,91,84,51,20,7,35,18,35,54,48,26,13,13,9,27,44",496.5013837,23.34,8,135,20,0,474,,
12,0.96285938,"98,96,91,99,67,62,45,31,21,12,1,0,0,17,30,38,57,68,85,85,87,80,56,36,31,22,17,9,5,11,20,44,48,56,72,51,47,45,40,27,26,19,30,57,61,39,30,25,32,38","34,64,76,98,77,91,92,91,96,99,82,60,20,5,4,5,5,13,22,30,39,51,75,85,86,80,78,83,56,22,9,11,9,13,30,60,63,70,77,71,61,34,15,25,26,58,53,39,36,41",910.3148046,27.03,10,144,50,1,816.69,1,T
14,0.96285938,"94,90,81,48,2,4,4,13,16,23,46,49,53,58,73,84,90,83,66,51,43,16,7,9,15,30,43,50,50,53,83,76,79,83,62,54,46,27,12,40,46,50,65,81,89,82,44,18,13,9,90","40,45,46,46,46,76,84,99,97,97,96,88,85,84,94,95,78,79,71,72,81,85,76,54,59,56,56,50,50,50,67,59,56,50,38,42,35,35,11,12,15,18,9,13,8,5,4,4,6,5,32",819.0007582,26.85,11,147.27,50,1,738.37,2,
3,0.96285938,"99,99,88,84,82,79,72,57,53,50,50,40,36,31,30,21,10,9,6,8","52,70,39,40,51,28,85,31,84,56,26,51,3,59,53,71,27,57,87,98",690.3646859,28.09,8,135,20,1,569.58,1,T
1,0.96285938,"41,38,37,66,75,95,93,13,22,21","14,30,47,51,50,65,90,28,17,2",275.5004486,49.73,6,120,10,1,275.5,1,T
8,0.020635117,"97,94,95,94,88,91,96,91,81,79,68,59,52,51,50,34,31,26,19,21,21,14,7,24,1,20,0,7,28,80","2,15,25,30,24,58,67,73,90,73,51,96,97,91,66,88,86,81,87,91,97,94,90,47,42,27,18,6,14,5",530.28045,27.56,11,147.27,30,0,593.5,,
12,0.020635117,"98,87,80,85,85,72,68,61,57,56,57,48,44,38,30,30,20,17,0,11,0,5,19,25,32,38,30,26,27,22,17,9,1,12,21,31,31,36,40,45,39,47,51,56,45,62,67,99,91,96","34,39,51,30,22,30,13,26,25,13,5,9,11,5,4,15,9,5,20,22,60,56,34,39,36,41,53,61,71,80,78,83,82,99,96,91,86,85,77,70,58,63,60,75,92,91,77,98,76,64",650.6531556,27.03,10,144,50,0,816.69,,
14,0.020635117,"94,90,90,81,83,79,76,83,83,90,84,73,66,58,51,53,49,43,46,23,16,13,16,4,4,7,2,9,15,9,12,13,18,27,30,43,46,48,50,50,53,54,62,40,44,46,50,65,81,82,89","40,32,45,46,50,56,59,67,79,78,95,94,71,84,72,85,88,81,96,97,97,99,85,84,76,76,46,54,59,5,11,6,4,35,56,56,35,46,50,50,50,42,38,12,4,15,18,9,13,5,8",657.533832,26.85,11,147.27,50,0,738.37,,
7,0.020635117,"98,95,85,76,65,55,51,45,40,28,39,35,28,3,6,37,8,5,0,10,24,32,28,40,42,48,88,86,93,82,61","22,19,20,11,2,3,10,20,12,4,24,27,28,3,9,42,42,48,55,65,67,64,75,70,87,83,92,64,56,42,41",507.3951846,30.14,8,135,30,0,522.3,,
5,0.020635117,"97,86,72,60,52,46,30,8,6,2,12,28,30,39,47,63,66,73,89,91","19,9,13,27,26,13,18,7,20,51,35,35,84,54,48,91,44,52,64,45",450.6392589,23.34,8,135,20,0,474,,
3,0.020635117,"99,99,72,53,50,40,30,31,21,8,6,9,10,36,50,57,79,82,84,88","52,70,85,84,56,51,53,59,71,98,87,57,27,3,26,31,28,51,40,39",389.1113849,28.09,8,135,20,0,569.58,,
1,0.020635117,"41,21,22,13,38,37,66,93,95,75","14,2,17,28,30,47,51,90,65,50",270.9853064,49.73,6,120,10,0,275.5,,
13,0.020635117,"96,98,99,96,88,87,85,75,73,76,75,74,65,56,58,64,42,27,29,25,16,12,2,3,1,5,15,17,9,1,2,11,14,18,20,26,31,34,36,40,46,40,37,40,46,43,46,54,83,85","47,24,19,18,28,42,51,52,39,37,29,12,38,33,25,7,6,8,31,46,19,13,16,25,34,47,48,53,62,64,81,89,71,72,85,79,79,83,95,99,94,85,73,71,67,52,50,88,91,87",649.3795663,25.29,13,180,50,0,653.11,,
10,0.020635117,"96,92,75,65,62,52,46,12,16,19,22,13,15,10,7,17,21,23,28,27,24,30,32,41,43,47,59,66,70,83,94,99,98,96,92,83,81,70,68,62","9,3,6,14,22,28,4,11,22,33,44,57,63,80,85,99,97,90,86,67,65,49,56,66,78,78,75,89,77,65,69,55,40,44,49,54,35,36,46,46",526.8473798,20.6,9,140,40,1,644.39,1,T
6,0.020635117,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,65,63,66,82,89,95,93","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,55,76,73,63,73,79,95",505.9976944,29.23,9,140,30,1,520.95,1,T
9,0.020635117,"94,87,86,75,68,64,59,55,53,49,48,33,4,3,9,8,1,0,16,19,31,38,46,50,50,44,39,48,52,65,88,94,97,99,92,80,85,75,73,68","7,15,4,5,4,14,31,25,21,31,12,8,21,50,60,83,84,97,94,81,40,40,50,62,78,79,94,99,99,90,91,81,77,71,63,67,51,48,62,41",588.6960647,28.76,11,147.27,40,0,649.17,,
4,0.020635117,"99,77,58,13,0,0,11,18,21,27,26,28,40,45,66,93,79,74,84,83","22,11,8,9,24,57,51,44,57,64,71,98,75,54,94,87,82,60,59,37",432.8591394,25.36,9,139.75,20,0,548.01,,
2,0.020635117,"98,90,92,68,36,29,23,9,31,61","34,67,82,84,96,84,89,50,56,27",272.6723375,23.37,6,120,10,0,280.33,,
11,0.020635117,"94,90,85,77,81,83,74,66,62,54,37,25,15,19,36,48,56,56,49,42,33,27,17,8,12,17,22,17,12,2,34,45,52,58,55,56,65,68,64,83","43,70,84,87,77,71,65,79,88,96,96,95,96,90,81,80,76,66,67,66,58,51,71,70,63,58,48,46,30,27,29,25,35,30,24,12,17,10,2,5",506.3336183,26.79,9,140.1,40,0,568.39,,
0,0.020635117,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
5,0.457751835,"97,86,91,89,73,66,72,60,52,46,47,39,28,30,12,6,8,2,30,63","19,9,45,64,52,44,13,27,26,13,48,54,35,18,35,20,7,51,84,91",512.5382768,23.34,8,135,20,1,474,1,T
0,0.457751835,"89,73,61,41,26,7,1,11,57,94","39,60,55,96,64,51,39,13,4,23",289.8833337,32,7,128.57,10,0,289.88,,
10,0.457751835,"96,92,75,46,12,16,19,22,30,32,27,24,15,13,10,7,17,21,23,28,41,43,47,59,66,70,52,62,65,62,68,70,81,83,83,94,99,92,96,98","9,3,6,4,11,22,33,44,49,56,67,65,63,57,80,85,99,97,90,86,66,78,78,75,89,77,28,22,14,46,46,36,35,54,65,69,55,49,44,40",555.4128711,20.6,9,140,40,0,644.39,,
12,0.457751835,"98,96,91,99,67,62,56,45,51,47,45,40,36,31,31,21,12,1,0,5,9,17,22,27,26,30,39,38,32,25,19,11,0,17,20,30,30,38,44,48,57,56,57,61,68,72,80,85,85,87","34,64,76,98,77,91,75,92,60,63,70,77,85,86,91,96,99,82,60,56,83,78,80,71,61,53,58,41,36,39,34,22,20,5,9,15,4,5,11,9,5,13,25,26,13,30,51,22,30,39",665.2068352,27.03,10,144,50,0,816.69,,
4,0.457751835,"99,77,58,13,0,0,11,18,21,27,26,28,40,45,66,93,79,74,84,83","22,11,8,9,24,57,51,44,57,64,71,98,75,54,94,87,82,60,59,37",432.8591394,25.36,9,139.75,20,0,548.01,,
2,0.457751835,"98,61,31,9,23,29,36,68,92,90","34,27,56,50,89,84,96,84,82,67",272.6723375,23.37,6,120,10,0,280.33,,
6,0.457751835,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,65,63,66,93,95,89,82","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,55,76,73,95,79,73,63",490.4483471,29.23,9,140,30,0,520.95,,
11,0.457751835,"94,83,64,68,65,56,55,58,52,45,34,12,2,17,22,17,12,8,17,15,19,25,37,36,27,33,42,49,48,56,56,54,62,66,74,77,85,81,83,90","43,5,2,10,17,12,24,30,35,25,29,30,27,46,48,58,63,70,71,96,90,95,96,81,51,58,66,67,80,66,76,96,88,79,65,87,84,77,71,70",536.4262895,26.79,9,140.1,40,0,568.39,,
1,0.457751835,"41,21,22,13,37,93,95,75,66,38","14,2,17,28,47,90,65,50,51,30",264.1988407,49.73,6,120,10,0,275.5,,
8,0.457751835,"97,80,28,7,0,20,1,24,7,14,21,21,19,26,31,34,50,51,52,59,81,79,68,91,96,91,88,94,95,94","2,5,14,6,18,27,42,47,90,94,97,91,87,81,86,88,66,91,97,96,90,73,51,73,67,58,24,30,25,15",519.2973609,27.56,11,147.27,30,0,593.5,,
9,0.457751835,"94,87,86,75,68,64,59,55,53,48,49,33,4,3,9,1,0,8,16,19,31,38,46,50,44,39,48,52,50,65,88,94,97,99,92,80,85,73,75,68","7,15,4,5,4,14,31,25,21,12,31,8,21,50,60,84,97,83,94,81,40,40,50,62,79,94,99,99,78,90,91,81,77,71,63,67,51,62,48,41",623.9566093,28.76,11,147.27,40,0,649.17,,
14,0.457751835,"94,90,81,83,79,76,83,90,83,84,73,66,58,53,51,49,46,43,23,16,13,16,4,4,7,2,9,15,9,12,13,18,27,30,43,46,48,50,50,53,54,62,50,46,40,44,65,82,89,81,90","40,45,46,50,56,59,67,78,79,95,94,71,84,85,72,88,96,81,97,97,99,85,84,76,76,46,54,59,5,11,6,4,35,56,56,35,46,50,50,50,42,38,18,15,12,4,9,5,8,13,32",634.0912956,26.85,11,147.27,50,0,738.37,,
7,0.457751835,"98,95,85,76,65,55,51,45,40,39,37,35,28,28,3,6,8,5,0,10,24,28,32,40,42,48,88,86,93,82,61","22,19,20,11,2,3,10,20,12,24,42,27,28,4,3,9,42,48,55,65,67,75,64,70,87,83,92,64,56,42,41",480.2812118,30.14,8,135,30,0,522.3,,
13,0.457751835,"96,98,99,96,88,87,85,75,76,73,75,74,64,65,56,58,42,27,16,12,2,3,1,5,29,25,17,15,9,1,2,11,14,18,20,26,31,34,36,40,46,54,40,37,40,46,43,46,83,85","47,24,19,18,28,42,51,52,37,39,29,12,7,38,33,25,6,8,19,13,16,25,34,47,31,46,53,48,62,64,81,89,71,72,85,79,79,83,95,99,94,88,85,73,71,67,52,50,91,87",649.2855591,25.29,13,180,50,0,653.11,,
3,0.457751835,"99,99,72,53,8,6,21,9,10,36,30,31,40,50,50,57,79,82,84,88","52,70,85,84,98,87,71,57,27,3,53,59,51,56,26,31,28,51,40,39",427.9890875,28.09,8,135,20,0,569.58,,
5,0.43041404,"97,86,72,60,52,46,30,8,6,2,12,28,30,39,47,63,66,73,89,91","19,9,13,27,26,13,18,7,20,51,35,35,84,54,48,91,44,52,64,45",450.6392589,23.34,8,135,20,0,474,,
12,0.43041404,"98,96,91,99,67,62,56,51,47,45,45,40,36,31,31,21,12,1,9,17,22,27,26,30,39,38,32,25,19,5,0,0,11,17,20,30,30,38,44,48,57,56,57,61,68,72,80,87,85,85","34,64,76,98,77,91,75,60,63,70,92,77,85,86,91,96,99,82,83,78,80,71,61,53,58,41,36,39,34,56,60,20,22,5,9,15,4,5,11,9,5,13,25,26,13,30,51,39,30,22",653.2501616,27.03,10,144,50,0,816.69,,
2,0.43041404,"98,61,31,9,23,29,36,68,92,90","34,27,56,50,89,84,96,84,82,67",272.6723375,23.37,6,120,10,0,280.33,,
7,0.43041404,"98,93,88,86,82,61,48,42,40,32,28,24,10,0,5,8,3,6,28,28,37,35,39,40,45,51,55,65,76,85,95","22,56,92,64,42,41,83,87,70,64,75,67,65,55,48,42,3,9,4,28,42,27,24,12,20,10,3,2,11,20,19",506.5522946,30.14,8,135,30,0,522.3,,
6,0.43041404,"90,65,51,41,21,20,0,1,2,14,17,13,22,30,37,35,33,28,30,38,47,51,50,53,63,66,65,82,89,93,95","4,18,6,6,13,18,53,80,85,73,72,40,46,45,49,53,65,82,95,95,93,73,61,62,76,73,55,63,73,95,79",519.5844092,29.23,9,140,30,0,520.95,,
9,0.43041404,"94,87,86,75,68,64,53,48,33,4,3,9,1,0,8,16,19,31,38,46,50,50,44,39,48,52,65,49,55,59,68,75,73,80,88,94,97,99,92,85","7,15,4,5,4,14,21,12,8,21,50,60,84,97,83,94,81,40,40,50,62,78,79,94,99,99,90,31,25,31,41,48,62,67,91,81,77,71,63,51",627.1041994,28.76,11,147.27,40,0,649.17,,
8,0.43041404,"97,94,88,95,94,91,96,91,81,79,68,59,52,51,50,34,31,26,21,21,19,14,7,1,0,7,28,20,24,80","2,15,24,25,30,58,67,73,90,73,51,96,97,91,66,88,86,81,97,91,87,94,90,42,18,6,14,27,47,5",541.5580577,27.56,11,147.27,30,0,593.5,,
13,0.43041404,"96,85,83,54,46,40,36,40,46,40,37,34,31,26,20,11,2,1,9,14,18,17,15,5,1,3,2,12,16,27,42,29,25,43,46,56,58,64,74,75,76,73,65,75,85,87,88,96,99,98","47,87,91,88,94,99,95,85,67,71,73,83,79,79,85,89,81,64,62,71,72,53,48,47,34,25,16,13,19,8,6,31,46,52,50,33,25,7,12,29,37,39,38,52,51,42,28,18,19,24",600.1564303,25.29,13,180,50,0,653.11,,
4,0.43041404,"99,77,58,13,0,0,11,18,21,27,26,28,40,45,66,79,93,84,74,83","22,11,8,9,24,57,51,44,57,64,71,98,75,54,94,82,87,59,60,37",432.1836106,25.36,9,139.75,20,0,548.01,,
14,0.43041404,"94,90,81,83,79,76,83,90,83,84,73,66,58,53,49,46,23,16,13,4,4,7,2,9,15,16,43,51,62,54,53,50,50,48,46,43,30,27,12,9,13,18,40,44,46,50,65,81,82,89,90","40,45,46,50,56,59,67,78,79,95,94,71,84,85,88,96,97,97,99,84,76,76,46,54,59,85,81,72,38,42,50,50,50,46,35,56,56,35,11,5,6,4,12,4,15,18,9,13,5,8,32",625.980813,26.85,11,147.27,50,0,738.37,,
0,0.43041404,"89,73,61,41,26,7,1,11,57,94","39,60,55,96,64,51,39,13,4,23",289.8833337,32,7,128.57,10,0,289.88,,
3,0.43041404,"99,99,82,72,53,50,40,30,31,21,8,6,9,10,36,50,57,79,84,88","52,70,51,85,84,56,51,53,59,71,98,87,57,27,3,26,31,28,40,39",397.7845155,28.09,8,135,20,0,569.58,,
10,0.43041404,"96,98,96,92,99,94,83,83,81,70,68,62,70,66,59,47,43,41,28,23,21,17,7,10,13,15,24,27,32,30,22,19,16,12,46,52,62,65,75,92","9,40,44,49,55,69,65,54,35,36,46,46,77,89,75,78,78,66,86,90,97,99,85,80,57,63,65,67,56,49,44,33,22,11,4,28,22,14,6,3",511.5626409,20.6,9,140,40,0,644.39,,
11,0.43041404,"94,83,68,64,65,56,55,58,52,45,34,12,2,8,15,19,25,17,12,17,17,22,27,33,36,37,54,48,42,49,56,56,62,66,74,77,85,81,83,90","43,5,10,2,17,12,24,30,35,25,29,30,27,70,96,90,95,71,63,58,46,48,51,58,81,96,96,80,66,67,66,76,88,79,65,87,84,77,71,70",562.7614577,26.79,9,140.1,40,0,568.39,,
1,0.43041404,"41,21,22,13,37,93,95,75,66,38","14,2,17,28,47,90,65,50,51,30",264.1988407,49.73,6,120,10,0,275.5,,
6,0.694150166,"90,82,89,95,93,65,66,63,51,53,50,47,38,30,28,2,1,14,17,33,0,13,22,30,35,37,20,21,41,51,65","4,63,73,79,95,55,73,76,73,62,61,93,95,95,82,85,80,73,72,65,53,40,46,45,53,49,18,13,6,6,18",528.3605612,29.23,9,140,30,0,520.95,,
13,0.694150166,"96,85,83,54,46,40,36,40,46,40,37,34,31,26,20,11,18,14,2,1,1,3,2,12,16,5,9,15,17,25,43,46,29,27,42,56,58,64,65,74,75,76,73,75,85,87,88,96,99,98","47,87,91,88,94,99,95,85,67,71,73,83,79,79,85,89,72,71,81,64,34,25,16,13,19,47,62,48,53,46,52,50,31,8,6,33,25,7,38,12,29,37,39,52,51,42,28,18,19,24",697.6192576,25.29,13,180,50,0,653.11,,
14,0.694150166,"94,90,89,81,82,65,50,46,40,44,18,13,12,9,2,4,4,7,9,15,27,30,43,16,13,16,23,46,43,49,53,58,46,48,50,50,53,54,62,51,66,73,84,83,90,83,76,79,83,81,90","40,32,8,13,5,9,18,15,12,4,4,6,11,5,46,76,84,76,54,59,35,56,56,85,99,97,97,96,81,88,85,84,35,46,50,50,50,42,38,72,71,94,95,79,78,67,59,56,50,46,45",700.7157592,26.85,11,147.27,50,1,738.37,1,F
5,0.694150166,"97,91,89,63,30,2,6,8,12,30,28,39,47,46,52,60,66,73,72,86","19,45,64,91,84,51,20,7,35,18,35,54,48,13,26,27,44,52,13,9",461.3002221,23.34,8,135,20,0,474,,
0,0.694150166,"89,73,61,41,26,7,1,11,57,94","39,60,55,96,64,51,39,13,4,23",289.8833337,32,7,128.57,10,0,289.88,,
7,0.694150166,"98,82,93,86,88,48,42,40,32,28,24,10,0,5,8,3,6,28,28,37,35,39,40,45,51,55,61,65,76,85,95","22,42,56,64,92,83,87,70,64,75,67,65,55,48,42,3,9,4,28,42,27,24,12,20,10,3,41,2,11,20,19",511.1632993,30.14,8,135,30,0,522.3,,
12,0.694150166,"98,0,0,1,12,9,5,11,17,20,19,17,21,22,27,26,25,30,30,32,30,31,31,36,40,39,38,38,44,47,45,45,51,48,57,56,57,56,62,99,91,96,67,80,72,61,68,85,85,87","34,20,60,82,99,83,56,22,5,9,34,78,96,80,71,61,39,15,4,36,53,86,91,85,77,58,41,5,11,63,70,92,60,9,5,13,25,75,91,98,76,64,77,51,30,26,13,22,30,39",1142.760228,27.03,10,144,50,1,816.69,1,T
11,0.694150166,"94,90,85,83,81,77,74,66,62,54,56,56,49,48,42,36,37,25,19,15,17,8,12,17,2,12,17,22,27,33,34,45,52,58,55,56,64,65,68,83","43,70,84,71,77,87,65,79,88,96,76,66,67,80,66,81,96,95,90,96,71,70,63,58,27,30,46,48,51,58,29,25,35,30,24,12,2,17,10,5",557.2530643,26.79,9,140.1,40,0,568.39,,
4,0.694150166,"99,83,77,58,13,0,0,11,18,21,27,26,28,40,45,66,93,79,74,84","22,37,11,8,9,24,57,51,44,57,64,71,98,75,54,94,87,82,60,59",452.8479338,25.36,9,139.75,20,0,548.01,,
2,0.694150166,"98,90,92,68,36,29,23,9,31,61","34,67,82,84,96,84,89,50,56,27",272.6723375,23.37,6,120,10,0,280.33,,
1,0.694150166,"41,95,93,75,66,37,13,21,22,38","14,65,90,50,51,47,28,2,17,30",291.2907966,49.73,6,120,10,0,275.5,,
3,0.694150166,"99,99,72,53,8,6,9,21,31,30,10,36,40,50,50,57,79,82,84,88","52,70,85,84,98,87,57,71,59,53,27,3,51,56,26,31,28,51,40,39",440.3793489,28.09,8,135,20,0,569.58,,
9,0.694150166,"94,86,75,68,64,59,49,55,53,48,33,4,3,1,0,16,8,19,9,31,38,46,50,50,44,39,48,52,65,88,94,97,99,92,80,73,85,75,68,87","7,4,5,4,14,31,31,25,21,12,8,21,50,84,97,94,83,81,60,40,40,50,62,78,79,94,99,99,90,91,81,77,71,63,67,62,51,48,41,15",563.672666,28.76,11,147.27,40,0,649.17,,
10,0.694150166,"96,92,75,65,62,52,46,12,16,19,22,13,15,7,10,17,21,23,28,24,27,32,30,41,43,47,59,66,70,94,99,98,96,92,83,83,62,68,70,81","9,3,6,14,22,28,4,11,22,33,44,57,63,85,80,99,97,90,86,65,67,56,49,66,78,78,75,89,77,69,55,40,44,49,65,54,46,46,36,35",537.8198334,20.6,9,140,40,0,644.39,,
8,0.694150166,"97,80,28,7,0,20,1,24,7,14,21,21,19,26,31,34,51,52,59,50,68,79,81,91,96,91,94,95,88,94","2,5,14,6,18,27,42,47,90,94,97,91,87,81,86,88,91,97,96,66,51,73,90,73,67,58,30,25,24,15",497.5614104,27.56,11,147.27,30,0,593.5,,
1,0.571294027,"41,21,22,13,38,37,66,75,93,95","14,2,17,28,30,47,51,50,90,65",276.2287878,49.73,6,120,10,0,275.5,,
3,0.571294027,"99,88,84,79,57,50,36,10,9,6,8,21,31,30,40,50,53,72,82,99","52,39,40,28,31,26,3,27,57,87,98,71,59,53,51,56,84,85,51,70",397.7845155,28.09,8,135,20,0,569.58,,
5,0.571294027,"97,86,72,60,52,46,30,8,6,2,12,28,30,39,47,63,66,73,89,91","19,9,13,27,26,13,18,7,20,51,35,35,84,54,48,91,44,52,64,45",450.6392589,23.34,8,135,20,0,474,,
7,0.571294027,"98,95,85,76,65,55,51,45,40,39,35,28,28,6,3,0,5,8,10,24,28,32,37,40,42,48,88,93,86,61,82","22,19,20,11,2,3,10,20,12,24,27,28,4,9,3,55,48,42,65,67,75,64,42,70,87,83,92,56,64,41,42",526.7301251,30.14,8,135,30,0,522.3,,
13,0.571294027,"96,98,99,96,88,87,85,75,76,75,73,65,74,64,58,56,42,27,29,16,12,2,3,1,5,1,2,11,9,14,15,17,18,20,25,26,31,34,36,40,46,54,40,37,40,46,43,46,83,85","47,24,19,18,28,42,51,52,37,29,39,38,12,7,25,33,6,8,31,19,13,16,25,34,47,64,81,89,62,71,48,53,72,85,46,79,79,83,95,99,94,88,85,73,71,67,52,50,91,87",740.6303288,25.29,13,180,50,0,653.11,,
2,0.571294027,"98,61,31,9,23,29,36,68,92,90","34,27,56,50,89,84,96,84,82,67",272.6723375,23.37,6,120,10,0,280.33,,
8,0.571294027,"97,94,95,88,94,91,96,91,81,79,68,59,52,51,50,34,31,21,21,26,19,14,7,24,1,20,0,7,28,80","2,15,25,24,30,58,67,73,90,73,51,96,97,91,66,88,86,97,91,81,87,94,90,47,42,27,18,6,14,5",541.7704147,27.56,11,147.27,30,0,593.5,,
12,0.571294027,"98,96,99,91,62,67,56,45,51,47,45,40,36,31,31,21,12,22,27,39,30,26,17,9,1,0,5,0,11,17,20,19,25,30,30,32,38,38,44,48,57,56,57,61,68,72,85,80,85,87","34,64,98,76,91,77,75,92,60,63,70,77,85,91,86,96,99,80,71,58,53,61,78,83,82,60,56,20,22,5,9,34,39,4,15,36,41,5,11,9,5,13,25,26,13,30,22,51,30,39",780.7205456,27.03,10,144,50,0,816.69,,
11,0.571294027,"94,90,83,81,85,77,74,66,62,54,56,56,49,42,48,37,36,25,15,19,33,17,8,12,17,2,12,17,22,27,34,45,52,55,58,56,64,65,68,83","43,70,71,77,84,87,65,79,88,96,76,66,67,66,80,96,81,95,96,90,58,71,70,63,58,27,30,46,48,51,29,25,35,24,30,12,2,17,10,5",572.4120768,26.79,9,140.1,40,0,568.39,,
4,0.571294027,"99,77,58,13,0,0,11,18,21,27,26,28,40,45,66,79,93,84,74,83","22,11,8,9,24,57,51,44,57,64,71,98,75,54,94,82,87,59,60,37",432.1836106,25.36,9,139.75,20,0,548.01,,
9,0.571294027,"94,86,75,68,64,48,33,4,3,1,0,8,16,19,9,31,38,49,53,55,59,46,50,44,39,48,52,50,65,88,94,97,99,92,85,80,73,75,68,87","7,4,5,4,14,12,8,21,50,84,97,83,94,81,60,40,40,31,21,25,31,50,62,79,94,99,99,78,90,91,81,77,71,63,51,67,62,48,41,15",603.5802247,28.76,11,147.27,40,0,649.17,,
10,0.571294027,"96,92,75,65,62,52,46,12,16,19,22,24,13,15,10,7,17,21,23,28,27,30,32,41,43,47,59,66,70,94,99,98,96,92,83,83,62,68,70,81","9,3,6,14,22,28,4,11,22,33,44,65,57,63,80,85,99,97,90,86,67,49,56,66,78,78,75,89,77,69,55,40,44,49,65,54,46,46,36,35",541.3853748,20.6,9,140,40,0,644.39,,
0,0.571294027,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
14,0.571294027,"94,90,89,82,81,65,44,40,18,13,12,9,2,4,4,13,16,23,16,7,9,15,27,30,46,50,46,43,43,46,49,53,58,51,48,50,50,53,54,62,66,73,84,90,83,83,76,79,81,83,90","40,32,8,5,13,9,4,12,4,6,11,5,46,76,84,99,97,97,85,76,54,59,35,56,15,18,35,56,81,96,88,85,84,72,46,50,50,50,42,38,71,94,95,78,79,67,59,56,46,50,45",709.7425459,26.85,11,147.27,50,0,738.37,,
6,0.571294027,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,65,63,66,93,95,89,82","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,55,76,73,95,79,73,63",490.4483471,29.23,9,140,30,0,520.95,,
9,0.072071475,"94,86,75,68,64,59,55,53,49,48,33,4,3,9,8,1,0,16,19,31,38,46,50,50,44,39,48,52,65,88,94,97,99,92,80,73,68,75,85,87","7,4,5,4,14,31,25,21,31,12,8,21,50,60,83,84,97,94,81,40,40,50,62,78,79,94,99,99,90,91,81,77,71,63,67,62,41,48,51,15",567.0449811,28.76,11,147.27,40,0,649.17,,
10,0.072071475,"96,98,96,92,99,94,83,70,66,59,47,43,28,23,21,17,7,10,15,13,12,16,19,22,24,27,30,32,41,46,52,62,68,83,81,70,62,65,75,92","9,40,44,49,55,69,65,77,89,75,78,78,86,90,97,99,85,80,63,57,11,22,33,44,65,67,49,56,66,4,28,46,46,54,35,36,22,14,6,3",589.1600386,20.6,9,140,40,0,644.39,,
7,0.072071475,"98,95,85,76,65,55,51,40,28,3,6,0,5,8,10,28,35,39,45,37,24,28,32,40,42,48,88,86,93,82,61","22,19,20,11,2,3,10,12,4,3,9,55,48,42,65,28,27,24,20,42,67,75,64,70,87,83,92,64,56,42,41",528.5789753,30.14,8,135,30,0,522.3,,
3,0.072071475,"99,99,72,53,8,6,21,9,10,31,30,36,40,50,50,57,82,84,79,88","52,70,85,84,98,87,71,57,27,59,53,3,51,56,26,31,51,40,28,39",476.7123332,28.09,8,135,20,0,569.58,,
6,0.072071475,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,63,66,65,93,95,89,82","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,76,73,55,95,79,73,63",504.6913598,29.23,9,140,30,0,520.95,,
11,0.072071475,"94,90,83,81,85,77,74,66,62,54,37,25,19,15,17,12,8,2,12,17,17,22,27,33,36,42,48,49,56,56,34,45,52,58,55,56,65,68,64,83","43,70,71,77,84,87,65,79,88,96,96,95,90,96,71,63,70,27,30,46,58,48,51,58,81,66,80,67,76,66,29,25,35,30,24,12,17,10,2,5",580.468057,26.79,9,140.1,40,0,568.39,,
4,0.072071475,"99,77,58,13,0,0,11,18,21,27,26,28,40,45,66,79,93,84,74,83","22,11,8,9,24,57,51,44,57,64,71,98,75,54,94,82,87,59,60,37",432.1836106,25.36,9,139.75,20,0,548.01,,
12,0.072071475,"98,85,68,57,56,48,44,38,30,30,20,17,11,0,5,0,1,9,12,21,17,22,27,26,30,25,19,32,38,39,31,31,36,40,45,47,51,45,56,62,67,99,91,96,80,72,61,57,85,87","34,22,13,5,13,9,11,5,4,15,9,5,22,20,56,60,82,83,99,96,78,80,71,61,53,39,34,36,41,58,86,91,85,77,70,63,60,92,75,91,77,98,76,64,51,30,26,25,30,39",697.6704556,27.03,10,144,50,0,816.69,,
