graphID,participantID,xCoordTour,yCoordTour,tourCost,sdAnglesHull,noAnglesHull,meanAnglesHull,totalEdges,crossError,resultsfromNN,No. of crossings,On last
8,0.223831755,"97,94,95,94,88,91,96,91,79,81,68,50,59,52,51,34,31,26,19,21,21,14,7,1,0,7,20,24,28,80","2,15,25,30,24,58,67,73,73,90,51,66,96,97,91,88,86,81,87,91,97,94,90,42,18,6,27,47,14,5",525.3135617,27.56,11,147.27,30,0,593.5,,
10,0.225837024,"96,92,75,65,46,12,16,19,22,13,15,10,7,17,21,23,28,27,24,30,32,41,43,47,52,62,59,66,70,68,70,62,81,83,83,94,99,92,96,98","9,3,6,14,4,11,22,33,44,57,63,80,85,99,97,90,86,67,65,49,56,66,78,78,28,46,75,89,77,46,36,22,35,54,65,69,55,49,44,40",602.1790455,20.6,9,140,40,0,644.39,,
6,0.225837024,"90,65,51,41,21,20,13,0,1,2,14,17,28,30,22,30,37,35,33,38,47,51,50,53,63,66,65,82,89,93,95","4,18,6,6,13,18,40,53,80,85,73,72,82,95,46,45,49,53,65,95,93,73,61,62,76,73,55,63,73,95,79",546.8876073,29.23,9,140,30,0,520.95,,
11,0.225837024,"94,83,64,56,45,34,12,2,17,17,12,8,17,19,15,25,22,27,33,36,37,42,49,48,54,62,56,56,66,77,85,90,83,81,74,52,55,58,65,68","43,5,2,12,25,29,30,27,46,58,63,70,71,90,96,95,48,51,58,81,96,66,67,80,96,88,76,66,79,87,84,70,71,77,65,35,24,30,17,10",632.6820344,26.79,9,140.1,40,0,568.39,,
3,0.225837024,"99,88,79,36,10,9,6,8,21,30,31,40,50,50,57,53,72,82,84,99","52,39,28,3,27,57,87,98,71,53,59,51,56,26,31,84,85,51,40,70",476.0483767,28.09,8,135,20,0,569.58,,
4,0.225837024,"99,77,58,13,0,0,28,26,27,21,11,18,40,45,66,79,93,84,74,83","22,11,8,9,24,57,98,71,64,57,51,44,75,54,94,82,87,59,60,37",479.6935646,25.36,9,139.75,20,0,548.01,,
5,0.225837024,"97,86,72,60,52,46,30,8,6,12,2,30,28,39,47,63,66,73,89,91","19,9,13,27,26,13,18,7,20,35,51,84,35,54,48,91,44,52,64,45",453.449503,23.34,8,135,20,0,474,,
7,0.225837024,"98,95,85,76,65,55,51,40,28,3,6,45,39,35,28,8,5,0,10,24,28,32,37,40,42,48,61,82,93,88,86","22,19,20,11,2,3,10,12,4,3,9,20,24,27,28,42,48,55,65,67,75,64,42,70,87,83,41,42,56,92,64",531.0780119,30.14,8,135,30,1,522.3,1,T
0,0.225837024,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
14,0.225837024,"94,90,89,82,81,65,44,18,13,9,12,2,9,15,7,4,4,13,16,23,16,27,30,43,46,49,53,58,51,43,50,50,53,54,62,48,46,50,46,40,81,83,79,76,66,73,84,83,83,90,90","40,32,8,5,13,9,4,4,6,5,11,46,54,59,76,76,84,99,97,97,85,35,56,81,96,88,85,84,72,56,50,50,50,42,38,46,35,18,15,12,46,50,56,59,71,94,95,79,67,78,45",707.9401261,26.85,11,147.27,50,1,738.37,1,F
2,0.225837024,"98,61,31,9,29,23,36,68,90,92","34,27,56,50,84,89,96,84,67,82",289.6915649,23.37,6,120,10,0,280.33,,
12,0.225837024,"98,85,68,57,48,44,38,30,17,0,11,20,30,19,5,0,1,9,12,21,22,17,27,31,31,36,40,26,30,39,45,47,51,38,32,25,56,57,56,45,62,67,61,72,80,91,99,96,87,85","34,22,13,5,9,11,5,4,5,20,22,9,15,34,56,60,82,83,99,96,80,78,71,86,91,85,77,61,53,58,70,63,60,41,36,39,13,25,75,92,91,77,26,30,51,76,98,64,39,30",816.0221243,27.03,10,144,50,0,816.69,,
9,0.225837024,"94,86,75,68,64,48,33,4,3,9,8,1,0,16,19,31,38,46,50,44,39,48,52,50,65,49,53,55,59,68,73,80,88,94,97,99,92,85,75,87","7,4,5,4,14,12,8,21,50,60,83,84,97,94,81,40,40,50,62,79,94,99,99,78,90,31,21,25,31,41,62,67,91,81,77,71,63,51,48,15",634.1247039,28.76,11,147.27,40,0,649.17,,
13,0.225837024,"96,98,99,96,88,74,64,42,27,12,2,3,1,16,29,5,1,2,9,15,17,25,14,11,18,20,26,31,34,36,40,46,54,40,37,40,46,43,46,83,85,75,65,56,58,73,76,75,87,85","47,24,19,18,28,12,7,6,8,13,16,25,34,19,31,47,64,81,62,48,53,46,71,89,72,85,79,79,83,95,99,94,88,85,73,71,67,52,50,91,87,52,38,33,25,39,37,29,42,51",702.2868738,25.29,13,180,50,0,653.11,,
1,0.225837024,"41,21,22,13,37,38,66,75,93,95","14,2,17,28,47,30,51,50,90,65",287.4848088,49.73,6,120,10,0,275.5,,
8,0.225837024,"97,80,28,7,0,1,20,24,26,19,7,14,21,21,31,34,51,52,59,50,68,79,81,91,96,91,88,94,95,94","2,5,14,6,18,42,27,47,81,87,90,94,91,97,86,88,91,97,96,66,51,73,90,73,67,58,24,30,25,15",506.6411145,27.56,11,147.27,30,0,593.5,,
11,0.903966796,"94,74,58,83,65,68,64,56,55,52,45,34,12,2,17,17,12,8,17,15,19,25,22,27,33,36,37,54,48,42,49,56,56,62,66,77,85,81,83,90","43,65,30,5,17,10,2,12,24,35,25,29,30,27,46,58,63,70,71,96,90,95,48,51,58,81,96,96,80,66,67,66,76,88,79,87,84,77,71,70",602.8851045,26.79,9,140.1,40,0,568.39,,
4,0.903966796,"99,83,77,58,13,0,0,11,18,21,27,26,28,40,45,66,79,93,84,74","22,37,11,8,9,24,57,51,44,57,64,71,98,75,54,94,82,87,59,60",455.0582745,25.36,9,139.75,20,0,548.01,,
1,0.903966796,"41,21,22,13,37,38,66,75,93,95","14,2,17,28,47,30,51,50,90,65",287.4848088,49.73,6,120,10,0,275.5,,
6,0.903966796,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,28,30,38,47,33,35,37,50,51,53,63,66,65,82,89,95,93","4,18,6,6,13,18,40,53,80,85,73,72,46,45,82,95,95,93,65,53,49,61,73,62,76,73,55,63,73,79,95",554.0534197,29.23,9,140,30,1,520.95,1,T
9,0.903966796,"94,86,87,75,68,64,59,55,53,48,33,49,38,31,4,3,9,1,0,8,16,19,39,48,52,44,50,50,46,68,65,73,75,85,80,88,94,97,99,92","7,4,15,5,4,14,31,25,21,12,8,31,40,40,21,50,60,84,97,83,94,81,94,99,99,79,78,62,50,41,90,62,48,51,67,91,81,77,71,63",665.3032645,28.76,11,147.27,40,0,649.17,,
3,0.903966796,"99,88,84,79,82,57,50,36,10,9,6,8,21,31,30,40,50,53,72,99","52,39,40,28,51,31,26,3,27,57,87,98,71,59,53,51,56,84,85,70",400.7430629,28.09,8,135,20,0,569.58,,
13,0.903966796,"96,98,99,96,88,87,85,75,73,76,75,74,64,58,42,27,12,2,3,1,16,5,1,2,9,11,14,18,20,17,15,25,29,26,31,34,36,40,46,54,40,37,40,46,43,46,56,65,83,85","47,24,19,18,28,42,51,52,39,37,29,12,7,25,6,8,13,16,25,34,19,47,64,81,62,89,71,72,85,53,48,46,31,79,79,83,95,99,94,88,85,73,71,67,52,50,33,38,91,87",747.9286351,25.29,13,180,50,0,653.11,,
7,0.903966796,"98,95,85,76,65,55,51,40,28,6,3,8,5,0,10,24,28,32,28,37,35,39,45,40,42,48,61,88,86,93,82","22,19,20,11,2,3,10,12,4,9,3,42,48,55,65,67,75,64,28,42,27,24,20,70,87,83,41,92,64,56,42",556.35695,30.14,8,135,30,0,522.3,,
0,0.903966796,"89,94,57,11,1,7,26,61,41,73","39,23,4,13,39,51,64,55,96,60",325.84714,32,7,128.57,10,0,289.88,,
12,0.903966796,"98,87,85,85,68,72,80,61,57,56,57,48,44,38,30,30,20,17,0,11,5,0,1,9,12,21,17,22,27,26,30,25,19,32,38,39,31,31,36,45,40,45,47,51,56,62,67,99,91,96","34,39,30,22,13,30,51,26,25,13,5,9,11,5,4,15,9,5,20,22,56,60,82,83,99,96,78,80,71,61,53,39,34,36,41,58,86,91,85,92,77,70,63,60,75,91,77,98,76,64",689.5894472,27.03,10,144,50,0,816.69,,
10,0.903966796,"96,92,75,65,62,46,52,12,16,19,22,13,15,10,7,17,21,23,28,27,24,30,32,41,43,47,66,59,70,62,68,70,81,83,83,94,92,96,98,99","9,3,6,14,22,4,28,11,22,33,44,57,63,80,85,99,97,90,86,67,65,49,56,66,78,78,89,75,77,46,46,36,35,54,65,69,49,44,40,55",572.2448054,20.6,9,140,40,0,644.39,,
2,0.903966796,"98,61,31,9,23,29,36,68,92,90","34,27,56,50,89,84,96,84,82,67",272.6723375,23.37,6,120,10,0,280.33,,
14,0.903966796,"94,90,89,82,81,65,44,40,18,13,12,9,27,2,9,15,7,4,4,13,16,16,23,30,46,43,49,53,51,43,46,46,50,48,50,50,53,54,58,62,66,73,84,83,90,83,76,79,83,81,90","40,32,8,5,13,9,4,12,4,6,11,5,35,46,54,59,76,76,84,99,97,85,97,56,96,81,88,85,72,56,35,15,18,46,50,50,50,42,84,38,71,94,95,79,78,67,59,56,50,46,45",763.6859007,26.85,11,147.27,50,0,738.37,,
8,0.903966796,"97,94,80,88,95,94,91,96,91,81,79,68,59,52,51,50,34,31,26,19,21,21,14,7,24,1,20,0,7,28","2,15,5,24,25,30,58,67,73,90,73,51,96,97,91,66,88,86,81,87,91,97,94,90,47,42,27,18,6,14",550.6646283,27.56,11,147.27,30,0,593.5,,
5,0.903966796,"97,86,91,72,60,52,46,30,8,6,12,2,28,30,39,63,47,66,73,89","19,9,45,13,27,26,13,18,7,20,35,51,35,84,54,91,48,44,52,64",515.407634,23.34,8,135,20,0,474,,
2,0.715858694,"98,90,92,68,61,31,36,29,23,9","34,67,82,84,27,56,96,84,89,50",366.202744,23.37,6,120,10,1,280.33,1,T
8,0.715858694,"97,94,95,94,88,80,91,96,91,79,81,68,50,59,52,51,34,31,26,24,20,28,7,0,1,7,14,19,21,21","2,15,25,30,24,5,58,67,73,73,90,51,66,96,97,91,88,86,81,47,27,14,6,18,42,90,94,87,91,97",623.1726574,27.56,11,147.27,30,1,593.5,1,T
11,0.715858694,"94,90,85,83,81,77,74,66,62,54,56,56,49,48,42,36,37,25,19,15,17,33,27,22,17,12,8,17,12,2,34,45,52,55,58,56,65,68,64,83","43,70,84,71,77,87,65,79,88,96,76,66,67,80,66,81,96,95,90,96,71,58,51,48,58,63,70,46,30,27,29,25,35,24,30,12,17,10,2,5",573.3322789,26.79,9,140.1,40,0,568.39,,
10,0.715858694,"96,92,75,65,62,52,46,12,16,19,22,30,32,13,15,24,27,10,7,17,21,23,28,41,43,47,59,66,70,62,68,70,81,83,83,94,99,92,96,98","9,3,6,14,22,28,4,11,22,33,44,49,56,57,63,65,67,80,85,99,97,90,86,66,78,78,75,89,77,46,46,36,35,54,65,69,55,49,44,40",516.712,20.6,9,140,40,0,644.39,,
13,0.715858694,"96,98,99,96,88,87,85,75,76,75,74,64,58,42,27,12,16,2,3,1,5,1,2,11,20,26,31,34,36,40,46,54,83,85,73,65,56,46,43,46,40,40,37,18,14,9,15,17,25,29","47,24,19,18,28,42,51,52,37,29,12,7,25,6,8,13,19,16,25,34,47,64,81,89,85,79,79,83,95,99,94,88,91,87,39,38,33,50,52,67,85,71,73,72,71,62,48,53,46,31",693.1963007,25.29,13,180,50,1,653.11,1,T
1,0.715858694,"41,38,37,13,22,21,66,75,95,93","14,30,47,28,17,2,51,50,65,90",310.914992,49.73,6,120,10,1,275.5,1,T
14,0.715858694,"94,90,89,82,81,65,44,40,18,13,9,12,2,4,4,7,9,15,16,13,16,23,27,30,46,50,46,43,43,46,49,53,58,73,84,90,83,83,66,51,48,50,50,53,54,62,76,79,81,83,90","40,32,8,5,13,9,4,12,4,6,5,11,46,76,84,76,54,59,85,99,97,97,35,56,15,18,35,56,81,96,88,85,84,94,95,78,79,67,71,72,46,50,50,50,42,38,59,56,46,50,45",737.5962223,26.85,11,147.27,50,0,738.37,,
5,0.715858694,"97,86,72,60,52,46,30,8,6,12,2,28,30,39,47,63,66,73,89,91","19,9,13,27,26,13,18,7,20,35,51,35,84,54,48,91,44,52,64,45",450.0664291,23.34,8,135,20,0,474,,
12,0.715858694,"98,85,68,57,48,44,38,30,17,0,0,1,12,9,5,11,20,19,17,21,22,27,26,25,30,32,30,31,31,39,38,56,57,51,47,45,40,36,45,56,61,72,67,62,80,87,85,96,91,99","34,22,13,5,9,11,5,4,5,20,60,82,99,83,56,22,9,34,78,96,80,71,61,39,15,36,53,86,91,58,41,13,25,60,63,70,77,85,92,75,26,30,77,91,51,39,30,64,76,98",1059.454386,27.03,10,144,50,0,816.69,,
4,0.715858694,"99,77,58,13,0,0,11,18,21,27,26,28,40,45,66,79,93,84,74,83","22,11,8,9,24,57,51,44,57,64,71,98,75,54,94,82,87,59,60,37",432.1836106,25.36,9,139.75,20,0,548.01,,
9,0.715858694,"94,86,87,75,68,64,48,33,4,3,9,1,0,8,16,19,39,44,50,50,46,38,31,49,53,55,59,68,75,85,92,99,97,94,88,80,73,65,52,48","7,4,15,5,4,14,12,8,21,50,60,84,97,83,94,81,94,79,78,62,50,40,40,31,21,25,31,41,48,51,63,71,77,81,91,67,62,90,99,99",642.3392516,28.76,11,147.27,40,1,649.17,1,T
7,0.715858694,"98,95,85,76,65,55,51,40,45,39,35,28,28,6,3,8,5,0,10,24,32,37,40,28,42,48,61,82,93,86,88","22,19,20,11,2,3,10,12,20,24,27,28,4,9,3,42,48,55,65,67,64,42,70,75,87,83,41,42,56,64,92",525.5467993,30.14,8,135,30,0,522.3,,
6,0.715858694,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,53,50,65,66,63,82,89,95,93","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,62,61,55,73,76,63,73,79,95",508.48599,29.23,9,140,30,1,520.95,1,T
3,0.715858694,"99,88,84,79,82,57,50,36,10,9,6,8,21,31,30,40,50,53,72,99","52,39,40,28,51,31,26,3,27,57,87,98,71,59,53,51,56,84,85,70",400.7430629,28.09,8,135,20,0,569.58,,
0,0.715858694,"89,94,57,73,61,41,26,7,1,11","39,23,4,60,55,96,64,51,39,13",357.0705079,32,7,128.57,10,1,289.88,1,T
5,0.584792953,"97,60,46,30,8,6,12,2,30,28,39,47,52,63,66,73,89,91,86,72","19,27,13,18,7,20,35,51,84,35,54,48,26,91,44,52,64,45,9,13",533.3953469,23.34,8,135,20,1,474,2,
2,0.584792953,"98,90,92,68,36,29,23,9,31,61","34,67,82,84,96,84,89,50,56,27",272.6723375,23.37,6,120,10,0,280.33,,
3,0.584792953,"99,99,72,53,50,40,31,30,21,8,6,9,10,36,50,57,82,84,79,88","52,70,85,84,56,51,59,53,71,98,87,57,27,3,26,31,51,40,28,39",405.1658086,28.09,8,135,20,0,569.58,,
13,0.584792953,"96,98,99,96,88,87,85,75,76,75,73,74,64,65,58,56,42,27,29,16,12,2,3,1,5,1,9,2,11,14,18,20,17,15,25,26,31,34,36,40,46,54,40,37,40,46,43,46,83,85","47,24,19,18,28,42,51,52,37,29,39,12,7,38,25,33,6,8,31,19,13,16,25,34,47,64,62,81,89,71,72,85,53,48,46,79,79,83,95,99,94,88,85,73,71,67,52,50,91,87",716.3184275,25.29,13,180,50,0,653.11,,
4,0.584792953,"99,83,84,93,79,74,66,40,28,26,45,27,21,18,11,0,0,13,58,77","22,37,59,87,82,60,94,75,98,71,54,64,57,44,51,57,24,9,8,11",463.7093064,25.36,9,139.75,20,0,548.01,,
8,0.584792953,"97,94,95,94,88,80,91,96,91,79,81,68,59,52,51,50,34,31,26,19,21,21,14,7,24,20,1,0,7,28","2,15,25,30,24,5,58,67,73,73,90,51,96,97,91,66,88,86,81,87,91,97,94,90,47,27,42,18,6,14",578.6310502,27.56,11,147.27,30,0,593.5,,
9,0.584792953,"94,86,87,75,68,64,59,55,53,48,49,38,31,33,46,50,50,44,19,9,3,4,1,0,8,16,39,48,52,65,88,94,97,99,92,80,73,85,75,68","7,4,15,5,4,14,31,25,21,12,31,40,40,8,50,62,78,79,81,60,50,21,84,97,83,94,94,99,99,90,91,81,77,71,63,67,62,51,48,41",649.0208288,28.76,11,147.27,40,1,649.17,1,F
14,0.584792953,"94,90,90,83,81,79,76,83,83,90,84,73,66,58,53,49,46,43,51,43,48,50,50,53,54,62,46,50,46,40,44,65,81,89,82,18,13,9,12,27,30,15,9,2,4,7,4,13,16,16,23","40,32,45,50,46,56,59,67,79,78,95,94,71,84,85,88,96,81,72,56,46,50,50,50,42,38,35,18,15,12,4,9,13,8,5,4,6,5,11,35,56,59,54,46,76,76,84,99,97,85,97",699.721465,26.85,11,147.27,50,1,738.37,2,
10,0.584792953,"96,92,75,65,62,70,81,92,96,98,99,94,83,83,68,62,52,46,12,16,19,22,30,32,27,24,15,13,10,28,7,23,21,17,43,47,41,59,66,70","9,3,6,14,22,36,35,49,44,40,55,69,65,54,46,46,28,4,11,22,33,44,49,56,67,65,63,57,80,86,85,90,97,99,78,78,66,75,89,77",603.5485717,20.6,9,140,40,1,644.39,2,
12,0.584792953,"98,87,85,85,72,68,61,57,56,57,48,44,38,30,30,20,17,11,0,19,25,32,38,30,26,39,51,47,45,40,36,31,31,22,27,17,21,12,9,1,0,5,45,62,67,56,91,99,96,80","34,39,30,22,30,13,26,25,13,5,9,11,5,15,4,9,5,22,20,34,39,36,41,53,61,58,60,63,70,77,85,86,91,80,71,78,96,99,83,82,60,56,92,91,77,75,76,98,64,51",680.8885618,27.03,10,144,50,1,816.69,1,F
7,0.584792953,"98,95,85,82,93,86,88,48,42,40,32,28,24,10,0,5,8,6,3,28,28,35,37,39,40,45,51,55,65,76,61","22,19,20,42,56,64,92,83,87,70,64,75,67,65,55,48,42,9,3,4,28,27,42,24,12,20,10,3,2,11,41",502.2741166,30.14,8,135,30,1,522.3,1,T
1,0.584792953,"41,21,22,13,37,38,66,75,95,93","14,2,17,28,47,30,51,50,65,90",286.4317895,49.73,6,120,10,1,275.5,1,T
6,0.584792953,"90,65,51,41,65,82,89,95,93,66,63,53,50,51,47,38,30,28,33,35,37,30,22,13,17,14,2,1,0,20,21","4,18,6,6,55,63,73,79,95,73,76,62,61,73,93,95,95,82,65,53,49,45,46,40,72,73,85,80,53,18,13",550.2996745,29.23,9,140,30,1,520.95,1,T
11,0.584792953,"94,90,83,81,85,77,74,83,64,68,65,56,55,58,52,45,56,66,62,56,54,48,49,42,36,37,25,19,15,17,8,12,17,17,22,27,33,34,12,2","43,70,71,77,84,87,65,5,2,10,17,12,24,30,35,25,66,79,88,76,96,80,67,66,81,96,95,90,96,71,70,63,58,46,48,51,58,29,30,27",659.2599518,26.79,9,140.1,40,1,568.39,1,T
0,0.584792953,"89,94,73,61,57,41,26,7,1,11","39,23,60,55,4,96,64,51,39,13",398.7000384,32,7,128.57,10,1,289.88,1,T
2,0.926784458,"98,61,31,9,23,29,36,68,92,90","34,27,56,50,89,84,96,84,82,67",272.6723375,23.37,6,120,10,0,280.33,,
8,0.926784458,"97,80,28,7,0,1,20,24,7,14,21,21,19,26,31,34,50,51,52,59,68,81,79,91,96,91,94,95,88,94","2,5,14,6,18,42,27,47,90,94,97,91,87,81,86,88,66,91,97,96,51,90,73,73,67,58,30,25,24,15",531.3989385,27.56,11,147.27,30,0,593.5,,
3,0.926784458,"99,99,72,53,8,6,21,9,10,36,30,31,40,50,50,57,79,82,84,88","52,70,85,84,98,87,71,57,27,3,53,59,51,56,26,31,28,51,40,39",427.9890875,28.09,8,135,20,0,569.58,,
11,0.926784458,"94,83,68,65,58,52,55,56,64,45,34,12,2,8,12,17,17,17,15,19,25,22,27,33,36,37,42,49,48,54,56,56,62,66,74,77,85,81,83,90","43,5,10,17,30,35,24,12,2,25,29,30,27,70,63,46,58,71,96,90,95,48,51,58,81,96,66,67,80,96,76,66,88,79,65,87,84,77,71,70",656.4749853,26.79,9,140.1,40,0,568.39,,
7,0.926784458,"98,95,85,76,65,55,51,45,40,28,3,6,8,5,0,10,24,28,42,48,40,32,28,37,35,39,61,88,86,82,93","22,19,20,11,2,3,10,20,12,4,3,9,42,48,55,65,67,75,87,83,70,64,28,42,27,24,41,92,64,42,56",524.214505,30.14,8,135,30,0,522.3,,
12,0.926784458,"98,87,85,85,68,57,56,48,44,38,30,30,20,17,0,11,0,5,19,25,32,38,1,9,12,21,17,22,27,26,30,39,31,31,36,40,45,45,47,51,56,62,67,57,61,72,99,91,80,96","34,39,30,22,13,5,13,9,11,5,4,15,9,5,20,22,60,56,34,39,36,41,82,83,99,96,78,80,71,61,53,58,86,91,85,77,92,70,63,60,75,91,77,25,26,30,98,76,51,64",801.5013854,27.03,10,144,50,1,816.69,1,F
0,0.926784458,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
10,0.926784458,"96,92,75,65,62,52,46,12,16,19,22,13,15,7,10,17,21,23,28,24,27,30,32,41,43,47,59,66,70,62,68,70,81,83,83,94,99,92,96,98","9,3,6,14,22,28,4,11,22,33,44,57,63,85,80,99,97,90,86,65,67,49,56,66,78,78,75,89,77,46,46,36,35,54,65,69,55,49,44,40",529.1215857,20.6,9,140,40,0,644.39,,
1,0.926784458,"41,95,93,75,66,37,13,21,22,38","14,65,90,50,51,47,28,2,17,30",291.2907966,49.73,6,120,10,0,275.5,,
13,0.926784458,"96,98,99,96,88,87,85,75,73,76,75,74,64,58,56,65,54,46,40,36,20,11,2,1,9,14,18,26,31,34,40,37,40,46,46,43,25,17,15,5,1,3,2,12,16,27,42,29,83,85","47,24,19,18,28,42,51,52,39,37,29,12,7,25,33,38,88,94,99,95,85,89,81,64,62,71,72,79,79,83,85,73,71,67,50,52,46,53,48,47,34,25,16,13,19,8,6,31,91,87",673.9797738,25.29,13,180,50,1,653.11,1,F
4,0.926784458,"99,77,58,13,0,0,11,18,21,28,26,27,40,45,66,79,93,74,84,83","22,11,8,9,24,57,51,44,57,98,71,64,75,54,94,82,87,60,59,37",456.5732808,25.36,9,139.75,20,0,548.01,,
14,0.926784458,"94,90,89,82,81,65,44,18,9,12,13,40,46,50,27,2,9,15,7,4,4,13,16,23,16,30,43,46,48,50,50,53,54,62,51,43,46,49,53,58,66,73,84,90,83,83,76,79,83,81,90","40,32,8,5,13,9,4,4,5,11,6,12,15,18,35,46,54,59,76,76,84,99,97,97,85,56,56,35,46,50,50,50,42,38,72,81,96,88,85,84,71,94,95,78,79,67,59,56,50,46,45",632.3414633,26.85,11,147.27,50,0,738.37,,
6,0.926784458,"90,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,63,66,93,95,89,82,65,65","4,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,76,73,95,79,73,63,55,18",489.5260816,29.23,9,140,30,0,520.95,,
5,0.926784458,"97,86,72,46,30,8,6,12,2,28,30,39,47,52,60,66,63,73,89,91","19,9,13,13,18,7,20,35,51,35,84,54,48,26,27,44,91,52,64,45",467.6495233,23.34,8,135,20,0,474,,
9,0.926784458,"94,86,75,68,64,48,33,4,3,9,1,0,8,19,16,39,44,48,52,65,50,50,46,38,31,49,53,55,59,73,80,88,94,97,99,92,85,75,68,87","7,4,5,4,14,12,8,21,50,60,84,97,83,81,94,94,79,99,99,90,78,62,50,40,40,31,21,25,31,62,67,91,81,77,71,63,51,48,41,15",588.3807313,28.76,11,147.27,40,0,649.17,,
3,0.631572714,"99,88,82,84,79,57,50,36,10,9,6,8,21,30,31,40,50,53,72,99","52,39,51,40,28,31,26,3,27,57,87,98,71,53,59,51,56,84,85,70",394.5575282,28.09,8,135,20,0,569.58,,
12,0.631572714,"98,85,68,57,48,44,38,30,20,17,11,0,0,5,1,9,12,21,22,17,27,26,30,39,31,31,36,40,45,47,51,45,56,62,67,99,91,96,80,87,85,72,61,57,56,38,32,25,19,30","34,22,13,5,9,11,5,4,9,5,22,20,60,56,82,83,99,96,80,78,71,61,53,58,86,91,85,77,70,63,60,92,75,91,77,98,76,64,51,39,30,30,26,25,13,41,36,39,34,15",761.1164183,27.03,10,144,50,1,816.69,1,T
14,0.631572714,"94,90,89,82,81,65,50,46,44,40,18,13,9,12,2,9,15,7,4,4,16,13,16,23,30,27,46,43,48,50,50,53,54,62,43,46,49,51,53,58,66,73,84,83,90,83,76,79,83,81,90","40,32,8,5,13,9,18,15,4,12,4,6,5,11,46,54,59,76,76,84,85,99,97,97,56,35,35,56,46,50,50,50,42,38,81,96,88,72,85,84,71,94,95,79,78,67,59,56,50,46,45",641.3865148,26.85,11,147.27,50,0,738.37,,
10,0.631572714,"96,92,75,65,62,52,46,12,16,19,22,13,15,10,7,17,21,23,28,27,24,30,32,41,43,47,59,66,70,62,68,70,81,83,83,94,99,92,96,98","9,3,6,14,22,28,4,11,22,33,44,57,63,80,85,99,97,90,86,67,65,49,56,66,78,78,75,89,77,46,46,36,35,54,65,69,55,49,44,40",516.876884,20.6,9,140,40,0,644.39,,
4,0.631572714,"99,77,58,13,0,0,11,18,21,27,26,28,40,45,66,79,93,84,74,83","22,11,8,9,24,57,51,44,57,64,71,98,75,54,94,82,87,59,60,37",432.1836106,25.36,9,139.75,20,0,548.01,,
7,0.631572714,"98,95,85,76,65,55,51,45,40,28,3,6,39,35,28,8,5,0,10,24,28,32,37,40,42,48,61,82,86,88,93","22,19,20,11,2,3,10,20,12,4,3,9,24,27,28,42,48,55,65,67,75,64,42,70,87,83,41,42,64,92,56",524.7512003,30.14,8,135,30,0,522.3,,
13,0.631572714,"96,98,99,96,74,64,42,27,12,2,3,1,16,5,1,2,9,15,17,14,11,18,25,29,20,26,31,34,36,40,46,54,40,37,40,46,43,46,56,58,65,75,76,73,75,83,85,85,87,88","47,24,19,18,12,7,6,8,13,16,25,34,19,47,64,81,62,48,53,71,89,72,46,31,85,79,79,83,95,99,94,88,85,73,71,67,52,50,33,25,38,29,37,39,52,91,87,51,42,28",741.4332064,25.29,13,180,50,0,653.11,,
1,0.631572714,"41,21,22,13,37,93,95,75,66,38","14,2,17,28,47,90,65,50,51,30",264.1988407,49.73,6,120,10,0,275.5,,
8,0.631572714,"97,80,28,7,0,1,7,14,21,21,19,26,31,34,24,20,50,51,52,59,81,68,79,91,96,91,94,95,88,94","2,5,14,6,18,42,90,94,97,91,87,81,86,88,47,27,66,91,97,96,90,51,73,73,67,58,30,25,24,15",557.9209869,27.56,11,147.27,30,0,593.5,,
2,0.631572714,"98,61,31,9,23,29,36,68,92,90","34,27,56,50,89,84,96,84,82,67",272.6723375,23.37,6,120,10,0,280.33,,
6,0.631572714,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,63,66,65,82,89,95,93","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,76,73,55,63,73,79,95",506.1629661,29.23,9,140,30,1,520.95,1,T
0,0.631572714,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
9,0.631572714,"94,87,86,75,68,64,48,33,4,3,9,1,0,8,16,19,39,48,44,31,38,46,50,50,52,65,88,94,97,99,92,80,73,85,75,68,59,49,55,53","7,15,4,5,4,14,12,8,21,50,60,84,97,83,94,81,94,99,79,40,40,50,62,78,99,90,91,81,77,71,63,67,62,51,48,41,31,31,25,21",611.3354692,28.76,11,147.27,40,0,649.17,,
